Iteration-index		e_normA		r_norm2
868		0.8492110367		0.9208180855
869		0.8490521722		0.7580323633
870		0.8489239657		0.6162288920
871		0.8488125716		0.6018533653
872		0.8487140701		0.6439327830
873		0.8486133546		0.6585565344
874		0.8485051448		0.7669568424
875		0.8483585064		0.8329388527
876		0.8480872235		1.0305750628
877		0.8476690431		1.3622026907
878		0.8470895927		1.7627078542
879		0.8460587609		2.2051708003
880		0.8444019408		2.7531908880
881		0.8424455482		2.8669780788
882		0.8401739993		2.7794640671
883		0.8380536127		2.7443634170
884		0.8364135476		2.4109060667
885		0.8350480009		1.9837098925
886		0.8340272391		1.8120295754
887		0.8334275961		1.6235884330
888		0.8328864060		1.2771321659
889		0.8324845638		1.0924255047
890		0.8322348470		0.9028233173
891		0.8320544145		0.7795600828
892		0.8319276347		0.6910337449
893		0.8318217694		0.6080941367
894		0.8317278424		0.5272769505
895		0.8316464440		0.5200018992
896		0.8315679413		0.5783691827
897		0.8314751426		0.6316595379
898		0.8313393671		0.7553871413
899		0.8311402168		0.9179605334
900		0.8308648859		1.1588564311
901		0.8305040519		1.2764846666
902		0.8299786679		1.5238598517
903		0.8293373007		1.6977201014
904		0.8283528255		1.8326528186
905		0.8273091329		2.0127565851
906		0.8263142484		2.1158975484
907		0.8251785094		1.9647767688
908		0.8239945984		1.9123713891
909		0.8229559908		1.9519007416
910		0.8220856997		1.7751856829
911		0.8213958860		1.4932964437
912		0.8209088124		1.2163172301
913		0.8205952289		0.9322106500
914		0.8203903537		0.7175991122
915		0.8202849947		0.5957659673
916		0.8202172961		0.4912301938
917		0.8201619622		0.4358283137
918		0.8201104766		0.4179553537
919		0.8200610329		0.4340959442
920		0.8200046768		0.4916806169
921		0.8199285201		0.5865038993
922		0.8197975982		0.7218720785
923		0.8195878201		1.0286919287
924		0.8192813987		1.1991149252
925		0.8188777913		1.4622409931
926		0.8183152133		1.5500095198
927		0.8173706446		1.7782944760
928		0.8161930181		2.1845924072
929		0.8149103079		2.4407460734
930		0.8131736161		2.3530130478
931		0.8117644170		2.1965786756
932		0.8108121939		1.7291272861
933		0.8101445391		1.4224619475
934		0.8097688441		1.1476412620
935		0.8094927271		0.8531412783
936		0.8093188960		0.6901641511
937		0.8092065634		0.5965285195
938		0.8091351775		0.4791404706
939		0.8090760237		0.4350649581
940		0.8090258429		0.4532131203
941		0.8089679911		0.4769968617
942		0.8088886777		0.5763596743
943		0.8087881450		0.7043750236
944		0.8086059806		0.8514832000
945		0.8082616091		1.2158308885
946		0.8076943758		1.7598848743
947		0.8067554908		2.0653434539
948		0.8052907214		2.2983603674
949		0.8036456271		2.4965008690
950		0.8020977130		2.3303352923
951		0.8007116293		1.9919782854
952		0.7998381213		1.5727175257
953		0.7992832752		1.1615171736
954		0.7989275102		0.9611014643
955		0.7987302259		0.7888304856
956		0.7985988165		0.6260852134
957		0.7985043543		0.5195261765
958		0.7984332331		0.4638262374
959		0.7983818436		0.4543531080
960		0.7983348062		0.4533142684
961		0.7982775816		0.4682131155
962		0.7982067728		0.5279460859
963		0.7981230439		0.6291288153
964		0.7979974636		0.7947344986
965		0.7978180424		0.9471378442
966		0.7974750336		1.1895928371
967		0.7968877237		1.6485759977
968		0.7960530427		1.9057221000
969		0.7947635879		2.1197258849
970		0.7932725496		2.2711757640
971		0.7920792428		1.9912033867
972		0.7910860501		1.6962736915
973		0.7903987334		1.5208988964
974		0.7898948974		1.3127213736
975		0.7894876768		1.0591640670
976		0.7892191943		0.9654426301
977		0.7890292531		0.7546073777
978		0.7888804686		0.6304766005
979		0.7887712930		0.5910058859
980		0.7886937079		0.5640149535
981		0.7886236543		0.5173876321
982		0.7885429300		0.5842047960
983		0.7884331107		0.6502390715
984		0.7882820319		0.7724640424
985		0.7880943587		0.9249528546
986		0.7878528739		1.0358874877
987		0.7875247726		1.1393074449
988		0.7871295926		1.2357863975
989		0.7866965021		1.2780013385
990		0.7862937851		1.1718442927
991		0.7858422687		1.1526098444
992		0.7854416384		1.1502575698
993		0.7851476962		1.0045099802
994		0.7849110404		0.8595392407
995		0.7847481868		0.7511169424
996		0.7846105207		0.6274040105
997		0.7844981988		0.6753491125
998		0.7843919104		0.6677805320
999		0.7842390432		0.7215924070
1000		0.7840174297		0.9164734155
1001		0.7837500872		1.0937345134
1002		0.7833551985		1.2457487899
1003		0.7827214875		1.5009959403
1004		0.7819033736		1.8442086920
1005		0.7808914808		1.9617616427
1006		0.7798211759		2.1466327719
1007		0.7788224532		1.8594430638
1008		0.7778773009		1.4668314289
1009		0.7772145729		1.2804144118
1010		0.7768473674		1.1136345661
1011		0.7765715808		0.8701762561
1012		0.7763480545		0.7864781999
1013		0.7761619268		0.8388030741
1014		0.7759984989		0.8033593161
1015		0.7757805322		0.8555377264
1016		0.7755289927		0.9895994585
1017		0.7752190132		1.0447798366
1018		0.7748372283		1.0514223513
1019		0.7744306982		1.0653213249
1020		0.7741460345		0.9737549968
1021		0.7739291262		0.7577003624
1022		0.7737499111		0.6830111635
1023		0.7736253860		0.6110607819
1024		0.7735296019		0.5447267565
1025		0.7734478548		0.5701566110
1026		0.7733782917		0.5567218938
1027		0.7732824279		0.5772369866
1028		0.7731313376		0.7017419503
1029		0.7729552264		0.8512120234
1030		0.7727354948		0.9347040309
1031		0.7723716750		1.1698128688
1032		0.7719067581		1.4707580444
1033		0.7712310079		1.5709631612
1034		0.7704824209		1.6953569262
1035		0.7698399846		1.5394792752
1036		0.7692087025		1.3529067446
1037		0.7687440837		1.2282824983
1038		0.7684154990		1.1230417324
1039		0.7680784667		1.0284878376
1040		0.7676832550		1.1090669071
1041		0.7672011158		1.3585221147
1042		0.7666061087		1.5203068724
1043		0.7658611659		1.6594864628
1044		0.7650853131		1.7929632709
1045		0.7641538899		1.6330442450
1046		0.7633368868		1.5852255457
1047		0.7627886344		1.4522151809
1048		0.7623149242		1.0074105685
1049		0.7620390058		0.8060618115
1050		0.7618876119		0.6981381119
1051		0.7617692790		0.6209374832
1052		0.7616699114		0.6578157514
1053		0.7615652886		0.6352339075
1054		0.7614272586		0.6962273830
1055		0.7612701215		0.8344166511
1056		0.7610292044		0.9372371686
1057		0.7606586953		1.1243930671
1058		0.7602971546		1.3556897100
1059		0.7598349776		1.2121295078
1060		0.7593395406		1.2102046157
1061		0.7589932099		1.0667546108
1062		0.7587003207		0.8703763971
1063		0.7585091001		0.7626853384
1064		0.7583550224		0.6982328276
1065		0.7582074498		0.6921326900
1066		0.7580506361		0.7761298548
1067		0.7578609500		0.9146217374
1068		0.7575804516		1.0304150885
1069		0.7572096271		1.2686900140
1070		0.7567987512		1.2869068233
1071		0.7563091989		1.2288741826
1072		0.7558768193		1.2012362125
1073		0.7555797154		1.0352104444
1074		0.7553252891		0.8089274731
1075		0.7551503211		0.7469226592
1076		0.7549972417		0.7379918610
1077		0.7548209837		0.8428188056
1078		0.7545984712		0.9899817636
1079		0.7542364607		1.1557544896
1080		0.7535064332		1.5305079913
1081		0.7525100553		2.1084136900
1082		0.7512586202		2.1397916584
1083		0.7496099937		2.0115767344
1084		0.7483551637		1.9669960066
1085		0.7475182571		1.6098295023
1086		0.7468106378		1.2394237610
1087		0.7464263742		1.0698871114
1088		0.7461516263		0.8572258315
1089		0.7459331692		0.7822852482
1090		0.7457837574		0.7933714195
1091		0.7455882971		0.7949893139
1092		0.7453027312		0.9613882902
1093		0.7449822535		1.1623070083
1094		0.7446022956		1.0835487726
1095		0.7441609761		1.0427942883
1096		0.7438592437		1.0548622639
1097		0.7436107815		0.8774989826
1098		0.7433905097		0.7666115532
1099		0.7432249990		0.6868023910
1100		0.7430947360		0.6072307302
1101		0.7429762573		0.6343677953
1102		0.7428906308		0.5975552047
1103		0.7427784091		0.5784967850
1104		0.7426601827		0.6809447961
1105		0.7425230131		0.7509803608
1106		0.7422668409		0.9382417736
1107		0.7418832827		1.2676926496
1108		0.7413715865		1.4974474945
1109		0.7406607742		1.5760331793
1110		0.7399619926		1.5989819085
1111		0.7392581762		1.5014294622
1112		0.7386524219		1.3652034228
1113		0.7381629376		1.2570892404
1114		0.7377198706		1.1017244554
1115		0.7372968963		1.0884916419
1116		0.7369855755		1.1498436653
1117		0.7366662317		0.9990576908
1118		0.7363070781		1.1697308269
1119		0.7358739742		1.3542224652
1120		0.7351892608		1.6248441319
1121		0.7342219910		1.9185735250
1122		0.7332146292		2.0241540613
1123		0.7320365979		1.8664017555
1124		0.7310840916		1.6590566496
1125		0.7303853763		1.4081206796
1126		0.7299212435		1.1694124659
1127		0.7296391522		0.9172067674
1128		0.7294563434		0.6521234190
1129		0.7293322786		0.5249008651
1130		0.7292568052		0.5229404373
1131		0.7291883764		0.5074998517
1132		0.7290959915		0.5893635227
1133		0.7289675133		0.7704479357
1134		0.7287660826		0.8816905570
1135		0.7284628328		1.0487501084
1136		0.7281447616		1.0105008639
1137		0.7278438520		0.8339335498
1138		0.7276371457		0.7239095752
1139		0.7275085705		0.6244402412
1140		0.7273942726		0.5269602917
1141		0.7272936907		0.5923077516
1142		0.7272023462		0.6630197500
1143		0.7270435814		0.7903068761
1144		0.7267550054		1.1373299520
1145		0.7262186796		1.4367304099
1146		0.7252199114		1.8319515073
1147		0.7240893631		1.9572350683
1148		0.7230084297		1.7585741369
1149		0.7222318091		1.5703685714
1150		0.7216593206		1.3523511390
1151		0.7212396808		1.0889776405
1152		0.7209030098		0.9604463104
1153		0.7206380678		0.8866342910
1154		0.7204312445		0.9051419771
1155		0.7202113783		0.8387831432
1156		0.7199679667		0.8723760437
1157		0.7197377062		0.8936267340
1158		0.7195378965		0.9090606229
1159		0.7193101916		0.8783118414
1160		0.7190469369		0.8181666832
1161		0.7188324280		0.7702923305
1162		0.7186775043		0.6944640296
1163		0.7185555955		0.5704393279
1164		0.7184639324		0.5393186969
1165		0.7183888278		0.5022731812
1166		0.7183128328		0.5233497433
1167		0.7182206942		0.5688314941
1168		0.7181073091		0.7089870682
1169		0.7179694507		0.7707304446
1170		0.7177733638		0.7556078050
1171		0.7175840442		0.7308979596
1172		0.7174281593		0.6346122731
1173		0.7172990640		0.5144708736
1174		0.7172183411		0.4847470884
1175		0.7171564239		0.4536296616
1176		0.7170826985		0.4894336616
1177		0.7170048535		0.5703338030
1178		0.7168818778		0.6609774948
1179		0.7166820836		0.8683717042
1180		0.7164213832		0.9471788395
1181		0.7160833151		0.9501875274
1182		0.7157423809		0.9045764888
1183		0.7154534389		0.8878794118
1184		0.7152131507		0.8392254256
1185		0.7149888257		0.7656676957
1186		0.7148047264		0.7858257866
1187		0.7145990396		0.8196344155
1188		0.7143046815		1.0540304632
1189		0.7139913020		1.1748397549
1190		0.7135570778		1.0880203476
1191		0.7131999084		1.0341347665
1192		0.7129699989		0.8213864818
1193		0.7127679506		0.7265436760
1194		0.7126295455		0.6762972483
1195		0.7124975233		0.6013144387
1196		0.7123648027		0.6630367287
1197		0.7122298168		0.7241167311
1198		0.7120279571		0.7995841881
1199		0.7117898647		0.9492657482
1200		0.7115557008		0.9379057954
1201		0.7112396518		0.9518280518
1202		0.7109140110		1.0628450684
1203		0.7106444692		0.8871567570
1204		0.7104276556		0.7237193374
1205		0.7103000295		0.5835718004
1206		0.7101957525		0.5087577282
1207		0.7101061663		0.5790879467
1208		0.7100087350		0.5903683723
1209		0.7098788479		0.6305274791
1210		0.7097437559		0.6224132236
1211		0.7096094509		0.5893719111
1212		0.7095092524		0.5266126769
1213		0.7094416270		0.4488865699
1214		0.7093941431		0.3564991606
1215		0.7093596983		0.3472226934
1216		0.7093301924		0.3282035153
1217		0.7092891594		0.3823902966
1218		0.7092389090		0.4585600521
1219		0.7091553045		0.5575597684
1220		0.7090404870		0.6844179922
1221		0.7088548493		0.7480921104
1222		0.7085987210		0.8775531288
1223		0.7083378570		0.9759079387
1224		0.7080768197		0.9726896358
1225		0.7077934403		0.9310011544
1226		0.7075190792		0.9033283411
1227		0.7072759062		0.8785909544
1228		0.7070589062		0.9580164261
1229		0.7068050932		0.9031792870
1230		0.7064266334		1.0535730002
1231		0.7060505495		1.2303837691
1232		0.7055873939		1.1025395567
1233		0.7051140732		1.1638284477
1234		0.7047794497		1.0277428682
1235		0.7045344769		0.7961123380
1236		0.7043908657		0.6457439040
1237		0.7042842550		0.5427591350
1238		0.7042057097		0.5283148985
1239		0.7041283557		0.5199259020
1240		0.7040283171		0.5944639893
1241		0.7039043528		0.7291093546
1242		0.7037544892		0.6869693279
1243		0.7035734142		0.6583855427
1244		0.7034451151		0.6271304061
1245		0.7033500981		0.5135689163
1246		0.7032740795		0.4671509912
1247		0.7032161223		0.4125299443
1248		0.7031722177		0.3811629090
1249		0.7031355870		0.3348173996
1250		0.7030979895		0.3519920304
1251		0.7030568012		0.4059146602
1252		0.7029945255		0.4705819506
1253		0.7028973730		0.5757046536
1254		0.7028052128		0.6176726523
1255		0.7027100709		0.5490539081
1256		0.7026147048		0.5368550067
1257		0.7025227282		0.5160189278
1258		0.7024172370		0.5636934257
1259		0.7022973365		0.6665151760
1260		0.7021350560		0.7562258872
1261		0.7018881824		0.9585752841
1262		0.7016291543		1.0629010523
1263		0.7012613847		1.0513800966
1264		0.7008802848		1.1549655587
1265		0.7005848088		0.9283757756
1266		0.7003050258		0.7954619454
1267		0.7000978354		0.8198103896
1268		0.6999249372		0.7876420885
1269		0.6997179450		0.8534785897
1270		0.6994565592		0.9647644614
1271		0.6991128072		1.0380991648
1272		0.6987871677		1.1086621704
1273		0.6985015201		0.8448733375
1274		0.6982956207		0.6483332128
1275		0.6981885548		0.5252180601
1276		0.6981015141		0.4347362538
1277		0.6980394080		0.4427285691
1278		0.6979811455		0.4775702438
1279		0.6978983329		0.5718093927
1280		0.6977801937		0.6529334334
1281		0.6976411337		0.6979023297
1282		0.6975056684		0.6471835687
1283		0.6973754103		0.5692398775
1284		0.6972599514		0.4794024817
1285		0.6971803907		0.4316550340
1286		0.6971270120		0.4485445909
1287		0.6970780421		0.4056440122
1288		0.6970212450		0.4351361684
1289		0.6969533202		0.4840790986
1290		0.6968478137		0.5778353357
1291		0.6967290369		0.6752247624
1292		0.6965882895		0.6482271595
1293		0.6964365987		0.6297435115
1294		0.6963233831		0.6065655841
1295		0.6962190439		0.5645526681
1296		0.6961025610		0.6572203503
1297		0.6959521822		0.7699619795
1298		0.6957080447		0.9478008529
1299		0.6953476216		1.1407666418
1300		0.6948474218		1.1574382665
1301		0.6943623199		1.1421143722
1302		0.6940348571		0.9956243890
1303		0.6937681574		0.8383863048
1304		0.6935702451		0.7412058203
1305		0.6933873990		0.6938993511
1306		0.6931868059		0.7898515305
1307		0.6929528411		0.9427049440
1308		0.6926263242		0.9233814220
1309		0.6923495644		0.8605907828
1310		0.6921592810		0.7000030624
1311		0.6920232219		0.6017759325
1312		0.6919273200		0.5169885171
1313		0.6918620336		0.4661343184
1314		0.6918049369		0.4464855527
1315		0.6917407790		0.4706377852
1316		0.6916468674		0.5253820600
1317		0.6915118543		0.6962936759
1318		0.6913622226		0.8079131671
1319		0.6911334978		0.8790066808
1320		0.6908723943		0.8627900827
1321		0.6906414102		0.7274646681
1322		0.6904795941		0.7043189964
1323		0.6903630096		0.6578346772
1324		0.6902370586		0.6276206788
1325		0.6901214156		0.6611469407
1326		0.6899507689		0.7285129234
1327		0.6897276470		0.8606537345
1328		0.6895020572		0.9260985516
1329		0.6892479216		0.8425285687
1330		0.6890321789		0.7300791182
1331		0.6888914190		0.5909976919
1332		0.6887989088		0.5405152454
1333		0.6887294621		0.4669718365
1334		0.6886494417		0.4947115818
1335		0.6885658068		0.5791624585
1336		0.6884511845		0.6296807338
1337		0.6883072396		0.7125487884
1338		0.6881308498		0.7080448920
1339		0.6879667316		0.6624095176
1340		0.6878377733		0.5914201601
1341		0.6877325594		0.5488664364
1342		0.6876431072		0.5398171654
1343		0.6875680021		0.5432384883
1344		0.6874722367		0.5601179708
1345		0.6873607100		0.6945569836
1346		0.6871866163		0.7543242748
1347		0.6868739039		1.0300367114
1348		0.6864494795		1.2437417469
1349		0.6857904239		1.4081758529
1350		0.6852703528		1.4110519611
1351		0.6846770917		1.2024794787
1352		0.6841306590		1.1920932782
1353		0.6836756985		1.2390024920
1354		0.6832333970		1.2301851240
1355		0.6826763901		1.2426866061
1356		0.6821804018		1.3498422543
1357		0.6816460123		1.2105995664
1358		0.6812471613		1.0852650455
1359		0.6809556145		0.8053759089
1360		0.6807820549		0.6838463527
1361		0.6806626523		0.5490642638
1362		0.6805830562		0.4756738125
1363		0.6805264059		0.4145217341
1364		0.6804751270		0.4034786297
1365		0.6804057866		0.4704943156
1366		0.6803188474		0.5958666780
1367		0.6802025445		0.6091838070
1368		0.6800812945		0.6225415748
1369		0.6799559771		0.5505032406
1370		0.6798662701		0.5322970159
1371		0.6797932945		0.4688310896
1372		0.6797062634		0.5054657100
1373		0.6796013636		0.6423406729
1374		0.6794365377		0.8118583755
1375		0.6791207259		1.0713064453
